system:index,COMID,Cloud_Cover,azimuth,blue,cScore,date,dswe,dswe_sd,green,hillshade,hillshadow,hillshadow_sd,nir,path,pixelCount,qa,red,row,sat,swir1,swir1_sd,swir2,zenith,.geo
1_2_LE07_038037_20010107,10001770,12,152.714142,NA,1,2001-01-07T18:00:38Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,60.593403,NA
1_2_LE07_038037_20010123,10001770,0,149.872009,446,0,2001-01-23T18:00:42Z,1,0,635,217,1,0,228,38,31,68,349,37,7,167,193.30270428494003,143,58.441738,NA
1_2_LE07_038037_20010208,10001770,25,146.811707,NA,1,2001-02-08T18:00:35Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,54.69619,NA
1_2_LE07_038037_20010224,10001770,13,143.640701,NA,1,2001-02-24T18:00:32Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,49.725319,NA
1_2_LE07_038037_20010312,10001770,1,140.261917,571,0,2001-03-12T18:00:30Z,1,0,793,177,1,0,333,38,33,68,407,37,7,210,170.99010544945625,185,44.01899,NA
1_2_LE07_038037_20010328,10001770,0,136.360245,415,0,2001-03-28T18:00:20Z,1,0,558,157,1,0,305,38,30,68,330,37,7,155,123.67778925722902,170,38.142883,NA
1_2_LE07_038037_20010413,10001770,0,131.545898,NA,0.9241109808518951,2001-04-13T18:00:18Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,32.67189,NA
1_2_LE07_038037_20010429,10001770,0,125.492126,401,0,2001-04-29T18:00:16Z,1,0,581,120,1,0,512,38,27,68,405,37,7,336,60.016618640436114,219,28.175468,NA
1_2_LE07_038037_20010515,10001770,4,118.575325,456,0,2001-05-15T18:00:02Z,1,0,635,108,1,0,572,38,21,68,466,37,7,461,44.30787975763207,415,25.104607,NA
1_2_LE07_038037_20010531,10001770,0,112.200012,310,0,2001-05-31T17:59:56Z,1,0,428,102,1,0,319,38,24,68,278,37,7,196,65.64095044254006,182,23.628342,NA
1_2_LE07_038037_20010616,10001770,0,108.315926,279,0,2001-06-16T17:59:44Z,1,0,404,102,1,0,304,38,27,68,258,37,7,171,74.07220368008967,149,23.538826,NA
1_2_LE07_038037_20010702,10001770,11,108.141983,447,0,2001-07-02T17:59:33Z,1,0,570,105,1,0,530,38,24,68,429,37,7,293,67.14752363680705,186,24.413643,NA
1_2_LE07_038037_20010718,10001770,0,111.583298,277,0,2001-07-18T17:59:30Z,1,0,434,112,1,0,273,38,26,68,280,37,7,174,71.41871698717833,157,25.984085,NA
1_2_LE07_038037_20010803,10001770,0,117.891945,289,0,2001-08-03T17:59:17Z,1,0,387,120,1,0,278,38,28,68,259,37,7,176,78.2398849170724,125,28.121098,NA
1_2_LE07_038037_20010819,10001770,6,125.816803,333,0,2001-08-19T17:59:00Z,1,0,420,131,1,0,379,38,24,68,310,37,7,207,67.77413469261953,124,30.923054,NA
1_2_LE07_038037_20010904,10001770,0,134.124695,266,0,2001-09-04T17:58:47Z,1,0,356,144,1,0,272,38,25,68,217,37,7,156,65.93434309978373,133,34.482307,NA
1_2_LE07_038037_20010920,10001770,0,141.736801,267,0,2001-09-20T17:58:38Z,1,0,347,160,1,0,282,38,24,68,228,37,7,161,66.8622132116157,138,38.781818,NA
1_2_LE07_038037_20011006,10001770,47,147.9561,491,0,2001-10-06T17:58:26Z,1,0,551,176,1,0,473,38,24,68,394,37,7,252,80.76404891548107,189,43.613667,NA
1_2_LE07_038037_20011022,10001770,1,152.587372,319,0,2001-10-22T17:58:29Z,1,0,452,191,1,0,299,38,25,68,285,37,7,151,68.49063001608323,117,48.593044,NA
1_2_LE07_038037_20011107,10001770,9,155.359512,222,0,2001-11-07T17:58:36Z,1,0,319,204,1,0,201,38,27,68,221,37,7,121,63.02807091215861,81,53.316776,NA
1_2_LE07_038037_20011123,10001770,12,156.393951,472,0,2001-11-23T17:58:44Z,1,0,614,215,1,0,411,38,25,68,464,37,7,338,70.07271651648739,283,57.291035,NA
1_2_LE07_038037_20011209,10001770,3,155.930618,382,0,2001-12-09T17:58:47Z,1,0,546,221,1,0,285,38,25,68,341,37,7,177,88.4707047558682,187,60.029968,NA
1_2_LE07_038037_20011225,10001770,0,154.282288,425,0,2001-12-25T17:58:52Z,1,0,538,223,1,0,225,38,28,68,324,37,7,147,120.29323759132964,116,61.173462,NA
1_2_LE07_038037_20020110,10001770,5,151.837143,363,0,2002-01-10T17:58:57Z,1,0,544,222,1,0,245,38,27,68,288,37,7,140,111.84352434048145,154,60.514084,NA
1_2_LE07_038037_20020126,10001770,2,148.945358,452,0,2002-01-26T17:59:01Z,1,0,633,216,1,0,264,38,28,68,352,37,7,166,160.7981685853672,175,58.08083,NA
1_2_LE07_038037_20020211,10001770,0,145.863815,393,0,2002-02-11T17:59:06Z,1,0,575,207,1,0,273,38,27,68,342,37,7,151,163.43079312865487,126,54.095253,NA
1_2_LE07_038037_20020227,10001770,45,142.656494,NA,1,2002-02-27T17:59:09Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,48.965645,NA
1_2_LE07_038037_20020315,10001770,0,139.191742,574,0,2002-03-15T17:59:02Z,1,0,876,175,1,0,333,38,33,68,563,37,7,169,244.7682924483121,180,43.200233,NA
1_2_LE07_038037_20020331,10001770,0,135.156662,457,0,2002-03-31T17:58:58Z,1,0,637,155,1,0,338,38,29,68,378,37,7,189,141.3013241596648,168,37.355026,NA
1_2_LE07_038037_20020416,10001770,33,130.11734,407,0,2002-04-16T17:58:56Z,1,0,606,135,1,0,422,38,29,68,393,37,7,315,101.17209646660622,228,32.024734,NA
1_2_LE07_038037_20020502,10001770,0,123.884323,421,0,2002-05-02T17:59:02Z,1,0,591,119,1,0,449,38,31,68,416,37,7,272,104.39382529453256,186,27.749992,NA
1_2_LE07_038037_20020518,10001770,0,116.964134,407,0,2002-05-18T17:58:54Z,1,0,546,108,1,0,408,38,25,68,409,37,7,334,67.6300998077039,250,24.959557,NA
1_2_LE07_038037_20020603,10001770,0,110.959747,329,0,2002-06-03T17:58:47Z,1,0,468,103,1,0,443,38,26,68,336,37,7,222,73.35945383831333,178,23.74662,NA
1_2_LE07_038037_20020619,10001770,0,107.70813,378,0,2002-06-19T17:58:40Z,1,0,514,103,1,0,445,38,22,68,382,37,7,289,47.887350596033535,249,23.85038,NA
1_2_LE07_038037_20020705,10001770,1,108.224419,372,0,2002-07-05T17:58:37Z,1,0,511,107,1,0,411,38,22,68,378,37,7,270,58.379369870239934,188,24.824242,NA
1_2_LE07_038037_20020721,10001770,0,112.226761,262,0,2002-07-21T17:58:28Z,1,0,366,114,1,0,305,38,24,68,244,37,7,171,45.00322133531729,158,26.494011,NA
1_2_LE07_038037_20020806,10001770,0,118.899857,297,0,2002-08-06T17:58:21Z,1,0,360,123,1,0,311,38,24,68,235,37,7,174,47.008568958813846,159,28.71463,NA
1_2_LE07_038037_20020822,10001770,0,126.983009,285,0,2002-08-22T17:58:16Z,1,0,370,134,1,0,356,38,23,68,266,37,7,249,40.63196428600432,196,31.621452,NA
1_2_LE07_038037_20020923,10001770,0,142.690399,190,0,2002-09-23T17:57:57Z,1,0,256,163,1,0,241,38,25,68,174,37,7,125,53.74925487855622,137,39.670029,NA
1_2_LE07_038037_20021025,10001770,26,153.039062,NA,1,2002-10-25T17:57:59Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,49.491302,NA
1_2_LE07_038037_20021110,10001770,0,155.521133,349,0,2002-11-10T17:58:04Z,1,0,444,207,1,0,321,38,26,68,286,37,7,219,61.45293335351438,163,54.115875,NA
1_2_LE07_038037_20021126,10001770,43,156.302216,NA,1,2002-11-26T17:58:23Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,57.900486,NA
1_2_LE07_038037_20021212,10001770,0,155.623459,257,0,2002-12-12T17:58:26Z,1,0,334,222,1,0,240,38,24,68,192,37,7,139,57.36032249928709,112,60.387516,NA
1_2_LE07_038037_20021228,10001770,0,153.827728,312,0.06627588901914809,2002-12-28T17:58:32Z,1,0,420,224,1,0,217,38,26,68,218,37,7,146,89.0479227403913,115,61.224098,NA
1_2_LE07_038037_20030113,10001770,0,151.287338,322,0,2003-01-13T17:58:36Z,1,0,387,221,1,0,250,38,26,68,248,37,7,141,82.84148440522742,112,60.250328,NA
1_2_LE07_038037_20030129,10001770,1,148.362015,279,0,2003-01-29T17:58:42Z,1,0,391,215,1,0,234,38,25,68,220,37,7,157,112.32697984010788,136,57.523396,NA
1_2_LE07_038037_20030302,10001770,20,142.031586,326,0,2003-03-02T17:58:53Z,1,0,385,190,1,0,230,38,25,68,221,37,7,143,146.23628004021435,111,48.029522,NA
1_2_LE07_038037_20030318,10001770,5,138.503952,432,0,2003-03-18T17:58:53Z,1,0,513,171,1,0,429,38,24,68,391,37,7,328,69.21699975840879,261,42.20153,NA
1_2_LE07_038037_20030403,10001770,12,134.301163,275,0,2003-04-03T17:58:55Z,1,0,328,151,1,0,282,38,28,68,217,37,7,184,67.12464608655227,163,36.390881,NA
1_2_LE07_038037_20030419,10001770,2,129.072983,263,0,2003-04-19T17:58:55Z,1,0,362,132,1,0,270,38,25,68,258,37,7,175,45.43753514441557,156,31.199268,NA
1_2_LE07_038037_20030505,10001770,0,122.655106,290,0,2003-05-05T17:58:57Z,1,0,361,116,1,0,306,38,26,68,261,37,7,173,66.95075687513805,153,27.15604,NA
1_2_LE07_038037_20030521,10001770,1,115.777428,279,0,2003-05-21T17:58:51Z,1,0,366,106,1,0,351,38,25,68,274,37,7,261,60.5063434690942,182,24.635643,NA
1_2_LE07_038037_20030809,10001770,1,120.30793,302,0,2003-08-09T17:58:35Z,1,0,375,124,1,0,388,38,21,68,274,37,7,209,44.73251314677397,161,29.122509,NA
1_2_LE07_038037_20030825,10001770,41,128.541443,NA,1,2003-08-25T17:58:34Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,32.15168,NA
1_2_LE07_038037_20030926,10001770,0,143.983643,293,0,2003-09-26T17:58:22Z,1,0,345,165,1,0,277,38,19,68,250,37,7,201,32.11337257375719,98,40.447346,NA
1_2_LE07_038037_20031012,10001770,0,149.735748,337,0,2003-10-12T17:58:17Z,1,0,386,181,1,0,278,38,24,68,275,37,7,182,41.416247482788165,154,45.348862,NA
1_2_LE07_038037_20031028,10001770,14,153.724579,340,0,2003-10-28T17:58:35Z,1,0,452,196,1,0,224,38,26,68,315,37,7,159,82.51842182705873,122,50.298958,NA
1_2_LE07_038037_20031113,10001770,4,155.895996,355,0,2003-11-13T17:58:44Z,1,0,465,208,1,0,380,38,14,68,342,37,7,152,121.71371981759793,95,54.814354,NA
1_2_LE07_038037_20031129,10001770,12,156.39505,NA,1,2003-11-29T17:58:51Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,58.411697,NA
1_2_LE07_038037_20031215,10001770,36,155.492371,144,0,2003-12-15T17:58:58Z,1,0,282,222,1,0,186,38,27,68,191,37,7,109,71.1914669444762,76,60.621025,NA
1_2_LE07_038037_20031231,10001770,0,153.529587,443,0,2003-12-31T17:59:05Z,1,0,559,222,1,0,271,38,7,68,335,37,7,188,97.49264755113902,117,61.148743,NA
1_2_LE07_038037_20040116,10001770,0,150.905014,430,0,2004-01-16T17:59:08Z,1,0,548,221,1,0,255,38,24,68,301,37,7,179,98.02632157855473,112,59.851677,NA
1_2_LE07_038037_20040201,10001770,0,147.933716,404,0,2004-02-01T17:59:16Z,1,0,602,213,1,0,289,38,27,68,371,37,7,229,135.56725308768105,207,56.837177,NA
1_2_LE07_038037_20040217,10001770,48,144.822433,NA,1,2004-02-17T17:59:18Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,52.396358,NA
1_2_LE07_038037_20040320,10001770,13,137.948242,276,0,2004-03-20T17:59:28Z,1,0,420,168,1,0,239,38,26,68,200,37,7,164,86.46171810821741,137,41.11393,NA
1_2_LE07_038037_20040405,10001770,0,133.623795,NA,NA,2004-04-05T17:59:26Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,35.370956,NA
1_2_LE07_038037_20040421,10001770,0,128.180435,437,0,2004-04-21T17:59:18Z,1,0,570,129,1,0,568,38,26,68,475,37,7,414,52.32069974017711,328,30.33815,NA
1_2_LE07_038037_20040507,10001770,26,121.59642,NA,1,2004-05-07T17:59:22Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,26.536274,NA
1_2_LE07_038037_20040523,10001770,3,114.767082,343,0,2004-05-23T17:59:21Z,1,0,480,105,1,0,367,38,23,68,376,37,7,234,57.56012718858402,215,24.292465,NA
1_2_LE07_038037_20040608,10001770,0,109.536659,443,0,2004-06-08T17:59:16Z,1,0,617,102,1,0,579,38,25,68,499,37,7,429,59.629066737623745,316,23.563278,NA
1_2_LE07_038037_20040624,10001770,0,107.538704,374,0,2004-06-24T17:59:12Z,1,0,601,104,1,0,919,38,1,66,560,37,7,238,0,256,24.017792,NA
1_2_LE07_038037_20040710,10001770,3,109.350571,328,0,2004-07-10T17:59:10Z,1,0,435,109,1,0,349,38,25,68,306,37,7,208,69.20584946375558,157,25.251511,NA
1_2_LE07_038037_20040726,10001770,4,114.445427,343,0,2004-07-26T17:59:04Z,1,0,425,116,1,0,412,38,20,68,329,37,7,273,67.89101560589592,230,27.084911,NA
1_2_LE07_038037_20040811,10001770,0,121.799416,392,0,2004-08-11T17:58:59Z,1,0,503,126,1,0,429,38,22,68,360,37,7,246,31.215890475554563,198,29.526752,NA
1_2_LE07_038037_20040827,10001770,0,130.117477,273,0,2004-08-27T17:58:57Z,1,0,353,138,1,0,287,38,22,68,219,37,7,182,45.60266774855527,126,32.697289,NA
1_2_LE07_038037_20040912,10001770,3,138.214691,251,0,2004-09-12T17:58:50Z,1,0,316,152,1,0,307,38,23,68,233,37,7,154,49.655105372992836,134,36.636505,NA
1_2_LE07_038037_20040928,10001770,3,145.203644,NA,NA,2004-09-28T17:58:46Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,41.238144,NA
1_2_LE07_038037_20041014,10001770,0,150.679794,255,0,2004-10-14T17:58:47Z,1,0,292,184,1,0,232,38,23,68,218,37,7,141,52.366275818509266,110,46.177765,NA
1_2_LE07_038037_20041030,10001770,0,154.342117,236,0,2004-10-30T17:59:02Z,1,0,319,198,1,0,209,38,25,68,154,37,7,111,72.7672893544895,74,51.089268,NA
1_2_LE07_038037_20041115,10001770,7,156.196289,285,0,2004-11-15T17:59:07Z,1,0,371,210,1,0,225,38,24,68,216,37,7,127,61.63466230314093,101,55.485878,NA
1_2_LE07_038037_20041201,10001770,0,156.430237,333,0,2004-12-01T17:59:18Z,1,0,363,217,1,0,269,38,3,68,188,37,7,170,94.48809448814173,106,58.867142,NA
1_2_LE07_038037_20041217,10001770,0,155.31102,305,0,2004-12-17T17:59:24Z,1,0,369,223,1,0,216,38,24,68,221,37,7,107,75.5737314738983,114,60.811642,NA
1_2_LE07_038037_20050118,10001770,1,150.50502,NA,NA,2005-01-18T17:59:35Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,59.407196,NA
1_2_LE07_038037_20050203,10001770,4,147.515533,NA,NA,2005-02-03T17:59:41Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,56.115295,NA
1_2_LE07_038037_20050307,10001770,0,141.093399,321,0,2005-03-07T17:59:53Z,1,0,445,183,1,0,234,38,25,68,257,37,7,141,90.18026391622504,108,45.924377,NA
1_2_LE07_038037_20050323,10001770,1,137.397079,384,0,2005-03-23T17:59:52Z,1,0,590,164,1,0,258,38,28,68,380,37,7,206,93.28828480378795,138,40.034386,NA
1_2_LE07_038037_20050408,10001770,0,132.912659,390,0,2005-04-08T17:59:48Z,1,0,481,144,1,0,378,38,25,68,362,37,7,258,105.0285599253841,163,34.367619,NA
1_2_LE07_038037_20050424,10001770,3,127.258026,381,0,2005-04-24T17:59:44Z,1,0,507,126,1,0,363,38,26,68,363,37,7,180,67.95048014163909,192,29.508038,NA
1_2_LE07_038037_20050510,10001770,5,120.52684000000001,368,0,2005-05-10T17:59:48Z,1,0,512,112,1,0,401,38,21,68,374,37,7,300,53.18124573530775,250,25.954514,NA
1_2_LE07_038037_20050526,10001770,2,113.829544,363,0,2005-05-26T17:59:46Z,1,0,484,104,1,0,392,38,25,68,355,37,7,262,63.55047128070729,216,23.979713,NA
1_2_LE07_038037_20050611,10001770,1,109.037941,386,0,2005-06-11T17:59:39Z,1,0,497,102,1,0,450,38,25,68,363,37,7,291,57.83181131522684,249,23.489883,NA
1_2_LE07_038037_20050627,10001770,13,107.704689,256,0,2005-06-27T17:59:35Z,1,0,359,104,1,0,334,38,9,68,243,37,7,202,85.88033592601644,152,24.094193,NA
1_2_LE07_038037_20050713,10001770,11,110.13868,641,0,2005-07-13T17:59:37Z,1,0,769,110,1,0,986,38,1,66,687,37,7,569,0,324,25.443413,NA
1_2_LE07_038037_20050729,10001770,0,115.732109,NA,0,2005-07-29T17:59:35Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,27.376175,NA
1_2_LE07_038037_20050814,10001770,3,123.344749,274,0,2005-08-14T17:59:31Z,1,0,363,127,1,0,360,38,22,68,262,37,7,143,40.71154322874678,126,29.945644,NA
1_2_LE07_038037_20050830,10001770,0,131.71228,234,0,2005-08-30T17:59:24Z,1,0,302,140,1,0,292,38,23,68,228,37,7,148,34.45711835994239,127,33.252804,NA
1_2_LE07_038037_20050915,10001770,0,139.676971,269,0,2005-09-15T17:59:15Z,1,0,347,155,1,0,276,38,22,68,232,37,7,158,40.94190603063671,133,37.333717,NA
1_2_LE07_038037_20051001,10001770,1,146.411728,266,0,2005-10-01T17:59:15Z,1,0,336,171,1,0,293,38,22,68,239,37,7,128,46.30209819782102,102,42.032169,NA
1_2_LE07_038037_20051118,10001770,1,156.475937,433,0,2005-11-18T17:59:42Z,1,0,562,212,1,0,299,38,26,68,346,37,7,162,54.89548973184782,135,56.119892,NA
1_2_LE07_038037_20051204,10001770,0,156.440613,512,0,2005-12-04T17:59:47Z,1,0,666,219,1,0,306,38,29,68,405,37,7,244,130.17015298333604,181,59.283447,NA
1_2_LE07_038037_20051220,10001770,31,155.12352,479,0.3934113153497255,2005-12-20T17:59:48Z,1,0,689,223,1,0,695,38,1,68,601,37,7,498,0,403,60.935841,NA
1_2_LE07_038037_20060105,10001770,0,152.885452,497,0.5672131147540984,2006-01-05T17:59:59Z,1,0,666,225,1,0,220,38,13,68,401,37,7,146,179.12248296996512,155,60.829399,NA
1_2_LE07_038037_20060121,10001770,0,150.112625,534,0,2006-01-21T18:00:07Z,1,0,722,217,1,0,279,38,7,68,418,37,7,172,95.59416769844897,144,58.908051,NA
1_2_LE07_038037_20060206,10001770,10,147.084625,NA,1,2006-02-06T18:00:13Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,55.348583,NA
1_2_LE07_038037_20060222,10001770,0,143.944885,515,0,2006-02-22T18:00:16Z,1,0,789,197,1,0,681,38,4,68,648,37,7,467,177.49225335208294,347,50.50956,NA
1_2_LE07_038037_20060310,10001770,9,140.60585,619,0,2006-03-10T18:00:17Z,1,0,943,180,1,0,1009,38,2,66,867,37,7,664,41,564,44.864853,NA
1_2_LE07_038037_20060326,10001770,23,136.81131,NA,1,2006-03-26T18:00:16Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,38.966648,NA
1_2_LE07_038037_20060411,10001770,1,132.140533,437,0,2006-04-11T18:00:13Z,1,0,658,140,1,0,322,38,32,68,411,37,7,180,117.67433459951027,197,33.396835,NA
1_2_LE07_038037_20060427,10001770,38,126.271095,NA,1,2006-04-27T18:00:13Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,28.729553,NA
1_2_LE07_038037_20060513,10001770,0,119.427086,380,0,2006-05-13T18:00:15Z,1,0,496,110,1,0,365,38,15,68,339,37,7,266,82.09219749092414,218,25.439163,NA
1_2_LE07_038037_20060529,10001770,0,112.887794,329,0,2006-05-29T18:00:14Z,1,0,474,103,1,0,325,38,28,68,293,37,7,165,79.78883962416943,148,23.74086,NA
1_2_LE07_038037_20060614,10001770,0,108.618462,NA,0,2006-06-14T18:00:11Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,23.467552,NA
1_2_LE07_038037_20060630,10001770,26,107.93177,NA,0,2006-06-30T18:00:05Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,24.231583,NA
1_2_LE07_038037_20060716,10001770,1,110.984207,403,0,2006-07-16T17:59:58Z,1,0,461,111,1,0,497,38,22,66,381,37,7,309,41.763600744038264,227,25.681152,NA
1_2_LE07_038037_20060801,10001770,14,117.022385,NA,NA,2006-08-01T17:59:52Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,27.727325,NA
1_2_LE07_038037_20060817,10001770,0,124.864769,222,0,2006-08-17T17:59:51Z,1,0,335,129,1,0,279,38,21,68,209,37,7,178,52.40635747554754,125,30.416027,NA
1_2_LE07_038037_20060902,10001770,6,133.233948,364,0,2006-09-02T17:59:47Z,1,0,451,142,1,0,455,38,3,68,360,37,7,331,0,283,33.873192,NA
1_2_LE07_038037_20060918,10001770,0,141.036179,290,0,2006-09-18T17:59:42Z,1,0,384,157,1,0,297,38,24,68,289,37,7,167,68.59983600563488,137,38.075066,NA
1_2_LE07_038037_20061020,10001770,0,152.388138,306,0,2006-10-20T17:59:45Z,1,0,440,189,1,0,298,38,27,68,244,37,7,148,71.3705529606152,115,47.833851,NA
1_2_LE07_038037_20061105,10001770,20,155.402252,NA,1,2006-11-05T18:00:00Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,52.631481,NA
1_2_LE07_038037_20061121,10001770,0,156.658951,421,0,2006-11-21T18:00:11Z,1,0,561,213,1,0,297,38,28,68,378,37,7,162,102.3330895873363,172,56.735218,NA
1_2_LE07_038037_20061207,10001770,0,156.376785,344,0.03946854239937475,2006-12-07T18:00:19Z,1,0,521,220,1,0,235,38,25,68,322,37,7,173,76.64939399629979,147,59.658501,NA
1_2_LE07_038037_20061223,10001770,0,154.869354,448,0,2006-12-23T18:00:23Z,1,0,572,223,1,0,301,38,26,68,356,37,7,185,145.06618057135898,116,61.020691,NA
1_2_LE07_038037_20070108,10001770,0,152.519547,574.5,0.6405129503079389,2007-01-08T18:00:24Z,1,0,652.5,222,1,0,483.5,38,8,68,475.5,37,7,353,94.60014534872555,290,60.593658,NA
1_2_LE07_038037_20070124,10001770,0,149.682861,429,0,2007-01-24T18:00:28Z,1,0,610,217,1,0,276,38,27,68,368,37,7,170,148.5947343001373,143,58.370033,NA
1_2_LE07_038037_20070209,10001770,44,146.639954,NA,1,2007-02-09T18:00:35Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,54.55611,NA
1_2_LE07_038037_20070225,10001770,13,143.470886,438,0,2007-02-25T18:00:40Z,1,0,575,194,1,0,302,38,27,68,355,37,7,234,114.97551477870519,204,49.533104,NA
1_2_LE07_038037_20070313,10001770,0,140.086243,375,0,2007-03-13T18:00:42Z,1,0,498,177,1,0,277,38,26,68,286,37,7,178,71.48144957355088,147,43.803848,NA
1_2_LE07_038037_20070329,10001770,0,136.171265,419,0,2007-03-29T18:00:43Z,1,0,622,157,1,0,332,38,30,68,379,37,7,188,89.20640236116586,167,37.918228,NA
1_2_LE07_038037_20070414,10001770,6,131.319565,NA,1,2007-04-14T18:00:42Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,32.460365,NA
1_2_LE07_038037_20070430,10001770,1,125.239082,NA,1,2007-04-30T18:00:38Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,28.001369,NA
1_2_LE07_038037_20070516,10001770,7,118.316811,397,0,2007-05-16T18:00:32Z,1,0,493,105,1,0,465,38,10,68,387,37,7,329,36.149688795340964,249,24.97644,NA
1_2_LE07_038037_20070601,10001770,16,112.021919,NA,0,2007-06-01T18:00:26Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,23.541908,NA
1_2_LE07_038037_20070617,10001770,0,108.295708,304,0,2007-06-17T18:00:27Z,1,0,440,102,1,0,327,38,26,68,291,37,7,199,53.16019109408618,182,23.478516,NA
1_2_LE07_038037_20070703,10001770,1,108.282272,379,0,2007-07-03T18:00:25Z,1,0,468,105,1,0,470,38,19,68,340,37,7,332,50.779464516874306,250,24.37764,NA
1_2_LE07_038037_20070719,10001770,3,111.926849,356,0,2007-07-19T18:00:22Z,1,0,424,112,1,0,434,38,10,68,350,37,7,266,27.40091239356817,189,25.938629,NA
1_2_LE07_038037_20070804,10001770,9,118.375824,315,0,2007-08-04T18:00:17Z,1,0,415,120,1,0,397,38,20,68,285,37,7,247,34.90168334049237,199,28.084373,NA
1_2_LE07_038037_20070820,10001770,1,126.408882,368,0,2007-08-20T18:00:11Z,1,0,494,131,1,0,445,38,22,68,378,37,7,288,56.96209048188205,202,30.911518,NA
1_2_LE07_038037_20070905,10001770,4,134.755554,NA,1,2007-09-05T18:00:03Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,34.501904,NA
1_2_LE07_038037_20070921,10001770,37,142.365677,NA,NA,2007-09-21T17:59:58Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,38.834854,NA
1_2_LE07_038037_20071007,10001770,0,148.606796,218,0,2007-10-07T17:59:52Z,1,0,301,174,1,0,216,38,3,68,235,37,7,133,19.32758535243228,103,43.66552,NA
1_2_LE07_038037_20071023,10001770,0,153.112564,246,0,2007-10-23T18:00:04Z,1,0,371,191,1,0,255,38,24,68,250,37,7,150,58.64843466699593,115,48.673885,NA
1_2_LE07_038037_20071108,10001770,4,155.79567,NA,0,2007-11-08T18:00:15Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,53.392483,NA
1_2_LE07_038037_20071124,10001770,0,156.748703,533,0,2007-11-24T18:00:23Z,1,0,741,215,1,0,321,38,21,68,449,37,7,229,94.45713133408165,171,57.329163,NA
1_2_LE07_038037_20071210,10001770,1,156.210587,474,0,2007-12-10T18:00:28Z,1,0,611,221,1,0,250,38,19,68,346,37,7,141,68.10676806276804,73,60.014053,NA
1_2_LE07_038037_20071226,10001770,0,154.513153,NA,0,2007-12-26T18:00:31Z,NA,NA,NA,NA,NA,NA,NA,38,0,NA,NA,37,7,NA,NA,NA,61.078033,NA
1_2_LE07_038037_20080111,10001770,0,152.035095,522,0,2008-01-11T18:00:32Z,1,0,655,222,1,0,292,38,29,68,344,37,7,142,137.80061075127531,114,60.34304,NA
1_2_LE07_038037_20080212,10001770,0,146.041656,409,0,2008-02-12T18:00:28Z,1,0,533,204,1,0,194,38,2,68,255,37,7,148,0,125,53.7864,NA
1_2_LE07_038037_20080228,10001770,4,142.832245,457,0,2008-02-28T18:00:24Z,1,0,638,191,1,0,255,38,26,68,321,37,7,150,90.84117911214719,159,48.613773,NA
