system:index,COMID,Cloud_Cover,azimuth,blue,cScore,date,dswe,dswe_sd,green,hillshade,hillshadow,hillshadow_sd,nir,path,pixelCount,qa,red,row,sat,swir1,swir1_sd,swir2,zenith,.geo
1_1_LT05_039037_19860825,10001770,40,120.264877,NA,1,1986-08-25T17:37:37Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,36.831425,NA
1_1_LT05_039037_19860910,10001770,0,128.100906,330,0,1986-09-10T17:37:03Z,1,0,466,165,1,0,349,39,40,68,350,37,5,226,66.17049474652582,173,40.2201,NA
1_1_LT05_039037_19860926,10001770,1,135.32402,350,0,1986-09-26T17:36:33Z,1,0,512,178,1,0,334,39,42,68,346,37,5,213,65.90813798812118,143,44.25565,NA
1_1_LT05_039037_19861012,10001770,4,141.268402,302,0,1986-10-12T17:36:02Z,1,0,451,192,1,0,276,39,43,68,310,37,5,200,70.42453355889239,112,48.776131,NA
1_1_LT05_039037_19861028,10001770,0,145.559433,319,0,1986-10-28T17:35:29Z,1,0,474,205,1,0,263,39,41,68,313,37,5,189,91.5263523294341,126,53.441967,NA
1_1_LT05_039037_19861113,10001770,0,148.058044,312,0,1986-11-13T17:34:53Z,1,0,451,216,1,0,242,39,41,68,316,37,5,173,132.20793745818835,140,57.823364,NA
1_1_LT05_039037_19861129,10001770,42,148.96933,NA,1,1986-11-29T17:34:42Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,61.341854,NA
1_1_LT05_039037_19870116,10001770,11,144.165436,383,0,1987-01-16T17:36:07Z,1,0,526,227,1,0,276,39,43,68,335,37,5,197,67.66743350828894,159,63.085098,NA
1_1_LT05_039037_19870201,10001770,0,141.077316,279,0,1987-02-01T17:36:37Z,1,0,439,221,1,0,203,39,43,68,246,37,5,185,86.32788063297312,149,60.264374,NA
1_1_LT05_039037_19870217,10001770,17,137.710312,NA,1,1987-02-17T17:37:15Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,56.018951,NA
1_1_LT05_039037_19870406,10001770,2,125.450447,NA,1,1987-04-06T17:39:01Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,39.596489,NA
1_1_LT05_039037_19870422,10001770,0,119.934082,408,0,1987-04-22T17:39:32Z,1,0,566,146,1,0,381,39,39,68,420,37,5,255,111.77926849474478,158,34.792328,NA
1_1_LT05_039037_19870508,10001770,29,113.694305,556,0.07620164126611957,1987-05-08T17:40:00Z,1,0,770,132,1,0,518,39,37,68,572,37,5,310,141.87366678321848,255,31.208752,NA
1_1_LT05_039037_19870524,10001770,21,107.671204,732,0,1987-05-24T17:40:25Z,1,0,989,124,1,0,832,39,31,68,832,37,5,611,92.01785783341049,477,29.111179,NA
1_1_LT05_039037_19870609,10001770,0,103.291336,435,0,1987-06-09T17:40:48Z,1,0,656,121,1,0,360,39,37,68,452,37,5,220,148.2846747887645,184,28.429668,NA
1_1_LT05_039037_19870625,10001770,0,101.789436,476,0,1987-06-25T17:41:09Z,1,0,771,123,1,0,444,39,35,68,554,37,5,367,123.6249958213821,320,28.819324,NA
1_1_LT05_039037_19870711,10001770,0,103.546982,504,0,1987-07-11T17:41:28Z,1,0,771,127,1,0,543,39,36,68,610,37,5,437,70.05369964058524,355,29.915295,NA
1_1_LT05_039037_19870727,10001770,6,108.276482,NA,1,1987-07-27T17:41:50Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,31.517029,NA
1_1_LT05_039037_19870812,10001770,0,115.176414,313,0,1987-08-12T17:42:20Z,1,0,542,141,1,0,287,39,37,68,369,37,5,212,98.49007617987066,127,33.621113,NA
1_1_LT05_039037_19870828,10001770,0,123.216446,329,0,1987-08-28T17:42:47Z,1,0,515,151,1,0,282,39,36,68,369,37,5,188,104.6512248281151,165,36.353779,NA
1_1_LT05_039037_19870913,10001770,10,131.358292,501,0,1987-09-13T17:43:11Z,1,0,762,163,1,0,553,39,34,68,575,37,5,268,102.97893425188462,168,39.804863,NA
1_1_LT05_039037_19870929,10001770,14,138.660095,365,0,1987-09-29T17:43:32Z,1,0,607,177,1,0,322,39,32,68,429,37,5,210,63.59047903135736,183,43.93375,NA
1_1_LT05_039037_19871015,10001770,0,144.5103,341,0,1987-10-15T17:43:50Z,1,0,566,191,1,0,312,39,33,68,410,37,5,198,100.4333402363859,111,48.500591,NA
1_1_LT05_039037_19880323,10001770,0,131.523071,519,0,1988-03-23T17:46:22Z,1,0,711,174,1,0,394,39,38,68,492,37,5,338,138.06584652925335,253,42.916298,NA
1_1_LT05_039037_19880408,10001770,0,126.712914,519,0,1988-04-08T17:46:27Z,1,0,729,155,1,0,422,39,39,68,464,37,5,283,132.1235898620213,231,37.452065,NA
1_1_LT05_039037_19880424,10001770,0,120.92804,600,0,1988-04-24T17:46:32Z,1,0,886,138,1,0,511,39,36,68,621,37,5,367,150.09113486622755,288,32.811672,NA
1_1_LT05_039037_19880510,10001770,0,114.465195,387,0,1988-05-10T17:46:42Z,1,0,597,125,1,0,298,39,35,68,373,37,5,222,136.82730363640204,151,29.473553,NA
1_1_LT05_039037_19880627,10001770,0,103.083023,719,0,1988-06-27T17:47:00Z,1,0,1008,119,1,0,741,39,37,68,766,37,5,596,99.60005485783857,484,27.852112,NA
1_1_LT05_039037_19880713,10001770,0,105.393326,338,0,1988-07-13T17:47:04Z,1,0,565,124,1,0,264,39,38,68,341,37,5,199,122.37376615377693,153,29.129299,NA
1_1_LT05_039037_19880729,10001770,1,110.574127,640,0,1988-07-29T17:47:06Z,1,0,872,131,1,0,739,39,37,68,725,37,5,500,70.14482565975263,406,30.916752,NA
1_1_LT05_039037_19880814,10001770,0,117.752075,308,0,1988-08-14T17:47:05Z,1,0,566,140,1,0,278,39,35,68,334,37,5,158,117.4058511214455,90,33.243969,NA
1_1_LT05_039037_19880830,10001770,1,125.859436,350,0,1988-08-30T17:47:09Z,1,0,652,151,1,0,361,39,36,68,426,37,5,216,96.0012659060054,168,36.230114,NA
1_1_LT05_039037_19880915,10001770,0,133.809982,458,0,1988-09-15T17:47:06Z,1,0,838,164,1,0,360,39,35,68,544,37,5,190,136.44577004533818,131,39.936642,NA
1_1_LT05_039037_19881001,10001770,0,140.755188,366,0,1988-10-01T17:47:00Z,1,0,589,178,1,0,294,39,32,68,379,37,5,214,109.3187667943501,144,44.272102,NA
1_1_LT05_039037_19881017,10001770,2,146.165131,385,0,1988-10-17T17:46:55Z,1,0,624,192,1,0,284,39,33,68,387,37,5,235,118.48209715475649,159,48.992298,NA
1_1_LT05_039037_19890326,10001770,18,130.494659,571,0,1989-03-26T17:45:19Z,1,0,767,171,1,0,351,39,34,68,462,37,5,202,188.03474840836344,174,42.077759,NA
1_1_LT05_039037_19890411,10001770,27,125.42860400000001,679,0,1989-04-11T17:45:30Z,1,0,969,153,1,0,483,39,35,68,640,37,5,403,135.11463311437686,335,36.800495,NA
1_1_LT05_039037_19890427,10001770,0,119.388176,563,0,1989-04-27T17:45:09Z,1,0,827,137,1,0,377,39,35,68,538,37,5,274,137.76841259956535,221,32.435551,NA
1_1_LT05_039037_19890513,10001770,13,112.790474,896,0,1989-05-13T17:44:55Z,1,0,1229,125,1,0,1009,39,28,68,981,37,5,802,47.734170364720725,646,29.440907,NA
1_1_LT05_039037_19890529,10001770,0,106.86869,684,0,1989-05-29T17:44:41Z,1,0,972,120,1,0,726,39,32,68,767,37,5,581,169.42951152322902,470,27.974335,NA
1_1_LT05_039037_19890614,10001770,0,103.118362,740,0,1989-06-14T17:44:16Z,1,0,1036,119,1,0,771,39,30,68,820,37,5,640,87.93343441995694,516,27.846039,NA
1_1_LT05_039037_19890630,10001770,0,102.567459,613,0,1989-06-30T17:44:03Z,1,0,953,122,1,0,634,39,31,68,688,37,5,521,111.75130333972375,413,28.669449,NA
1_1_LT05_039037_19890716,10001770,0,105.286987,713,0,1989-07-16T17:43:43Z,1,0,1072,128,1,0,728,39,32,68,817,37,5,612,78.5753768285587,464,30.110031,NA
1_1_LT05_039037_19890801,10001770,0,110.705757,535,0,1989-08-01T17:43:23Z,1,0,856,135,1,0,587,39,30,68,651,37,5,493,64.31821065780846,362,32.037872,NA
1_1_LT05_039037_19890817,10001770,3,117.901161,NA,1,1989-08-17T17:42:58Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,34.492249,NA
1_1_LT05_039037_19890902,10001770,0,125.874725,436,0,1989-09-02T17:42:41Z,1,0,758,156,1,0,418,39,29,68,519,37,5,353,64.2315964194952,319,37.602928,NA
1_1_LT05_039037_19890918,10001770,4,133.564178,329,0,1989-09-18T17:42:08Z,1,0,592,169,1,0,241,39,30,68,359,37,5,178,77.07716912289915,138,41.400146,NA
1_1_LT05_039037_19891004,10001770,21,140.217896,NA,1,1989-10-04T17:42:00Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,45.797115,NA
1_1_LT05_039037_19891020,10001770,0,145.28833,557,0,1989-10-20T17:41:15Z,1,0,788,197,1,0,483,39,29,68,561,37,5,339,120.11129401047346,257,50.486038,NA
1_1_LT05_039037_19900209,10001770,0,139.48085,432,0,1990-02-09T17:38:02Z,1,0,675,217,1,0,187,39,30,68,411,37,5,172,153.2607110630626,192,58.183922,NA
1_1_LT05_039037_19900225,10001770,43,135.730347,NA,1,1990-02-25T17:37:33Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,53.530952,NA
1_1_LT05_039037_19900430,10001770,21,115.83017,709,0,1990-04-30T17:36:25Z,1,0,1022,140,1,0,629,39,32,68,761,37,5,423,149.92892847529458,327,33.392494,NA
1_1_LT05_039037_19900516,10001770,9,109.509872,528,0,1990-05-16T17:36:37Z,1,0,806,130,1,0,506,39,31,68,527,37,5,362,89.88942218416763,251,30.686279,NA
1_1_LT05_039037_19900601,10001770,0,104.131844,511,0,1990-06-01T17:36:32Z,1,0,795,125,1,0,469,39,33,68,518,37,5,316,130.15882083422161,218,29.468452,NA
1_1_LT05_039037_19900617,10001770,0,101.12072,434,0,1990-06-17T17:36:31Z,1,0,728,126,1,0,399,39,30,68,458,37,5,292,133.0397643146172,218,29.498333,NA
1_1_LT05_039037_19900703,10001770,0,101.227524,567,0,1990-07-03T17:36:30Z,1,0,808,129,1,0,554,39,29,68,613,37,5,445,86.5242572161208,328,30.393814,NA
1_1_LT05_039037_19900905,10001770,19,125.397896,491,0,1990-09-05T17:36:11Z,1,0,795,161,1,0,533,39,32,68,539,37,5,222,129.2260276064288,134,39.26133,NA
1_1_LT05_039037_19900921,10001770,23,133.025452,352,0,1990-09-21T17:36:08Z,1,0,657,174,1,0,377,39,29,68,442,37,5,269,84.12618629164298,224,43.026554,NA
1_1_LT05_039037_19901023,10001770,0,144.509003,320,0,1990-10-23T17:35:54Z,1,0,550,201,1,0,252,39,29,68,342,37,5,182,84.50557045996068,120,51.964035,NA
1_1_LT05_039037_19910316,10001770,3,131.242813,419,0,1991-03-16T17:37:45Z,1,0,593,187,1,0,259,39,29,68,366,37,5,189,164.627818634191,187,47.004604,NA
1_1_LT05_039037_19910401,10001770,12,126.748718,453,0,1991-04-01T17:38:00Z,1,0,662,169,1,0,389,39,25,68,419,37,5,306,97.28700632664159,248,41.411118,NA
1_1_LT05_039037_19910417,10001770,5,121.416443,427,0,1991-04-17T17:38:18Z,1,0,629,151,1,0,354,39,29,68,408,37,5,234,141.56053145770326,160,36.375645,NA
1_1_LT05_039037_19910503,10001770,4,115.303329,450,0,1991-05-03T17:38:37Z,1,0,598,137,1,0,374,39,28,68,389,37,5,273,122.90202668493839,188,32.426003,NA
1_1_LT05_039037_19910519,10001770,0,109.049004,469,0,1991-05-19T17:38:52Z,1,0,707,127,1,0,361,39,31,68,433,37,5,265,127.88255538134858,215,29.915257,NA
1_1_LT05_039037_19910604,10001770,19,103.991402,857,0,1991-06-04T17:39:08Z,1,0,1158,123,1,0,844,39,26,68,894,37,5,735,85.85729352868631,615,28.873627,NA
1_1_LT05_039037_19910620,10001770,0,101.500549,397,0,1991-06-20T17:39:19Z,1,0,661,124,1,0,327,39,30,68,427,37,5,219,122.39655496241168,184,29.030373,NA
1_1_LT05_039037_19910722,10001770,29,105.989944,NA,1,1991-07-22T17:39:47Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,31.482098,NA
1_1_LT05_039037_19910807,10001770,0,112.18055,338,0,1991-08-07T17:39:53Z,1,0,546,141,1,0,320,39,25,68,374,37,5,209,88.64175088523466,193,33.448315,NA
1_1_LT05_039037_19910823,10001770,1,119.83596,317,0,1991-08-23T17:39:58Z,1,0,568,150,1,0,314,39,25,68,385,37,5,213,93.204600744813,166,35.985165,NA
1_1_LT05_039037_19910908,10001770,0,127.925262,410,0,1991-09-08T17:40:12Z,1,0,634,161,1,0,459,39,24,68,500,37,5,302,69.19195069996702,245,39.200874,NA
1_1_LT05_039037_19910924,10001770,0,135.491699,346,0,1991-09-24T17:40:18Z,1,0,567,174,1,0,370,39,25,68,430,37,5,213,76.8894687197148,144,43.109421,NA
1_1_LT05_039037_19911010,10001770,5,141.805847,NA,1,1991-10-10T17:40:25Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,47.552078,NA
1_1_LT05_039037_19911026,10001770,24,146.456375,NA,1,1991-10-26T17:40:30Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,52.198219,NA
1_1_LT05_039037_19911229,10001770,3,148.12146,NA,1,1991-12-29T17:40:41Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,63.694984,NA
1_1_LT05_039037_19920114,10001770,1,145.499619,597,0.03985932004689331,1992-01-14T17:40:37Z,1,0,820,227,1,0,588,39,29,68,652,37,5,325,150.07003517620817,222,62.856529,NA
1_1_LT05_039037_19920130,10001770,0,142.361084,543,0.8028917545916373,1992-01-30T17:40:42Z,1,0,731,220,1,0,479,39,3,68,590,37,5,297,65.82974673774434,202,60.302448,NA
1_1_LT05_039037_19920215,10001770,32,138.909592,NA,1,1992-02-15T17:40:29Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,56.277908,NA
1_1_LT05_039037_19920318,10001770,23,131.17897,695,0,1992-03-18T17:40:33Z,1,0,961,182,1,0,735,39,27,68,728,37,5,406,125.32220202736491,302,45.655529,NA
1_1_LT05_039037_19920403,10001770,0,126.473305,561,0,1992-04-03T17:40:25Z,1,0,864,164,1,0,651,39,29,68,632,37,5,330,149.4065629293886,209,40.151932,NA
1_1_LT05_039037_19920419,10001770,0,120.909035,758,0,1992-04-19T17:40:18Z,1,0,1127,147,1,0,743,39,32,68,889,37,5,500,141.26100620836593,434,35.313183,NA
1_1_LT05_039037_19920521,10001770,1,108.28537,578,0,1992-05-21T17:39:58Z,1,0,933,125,1,0,834,39,26,68,788,37,5,450,97.31231366344414,250,29.45953,NA
1_1_LT05_039037_19920606,10001770,21,103.486671,674,0,1992-06-06T17:39:50Z,1,0,1054,123,1,0,902,39,24,68,890,37,5,658,65.88994137954593,478,28.72826,NA
1_1_LT05_039037_19920708,10001770,38,102.605232,676,0,1992-07-08T17:39:26Z,1,0,956,129,1,0,967,39,18,68,876,37,5,751,42.98481644074387,547,30.261997,NA
1_1_LT05_039037_19920724,10001770,4,106.766136,NA,1,1992-07-24T17:39:14Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,31.908146,NA
1_1_LT05_039037_19920809,10001770,0,113.167503,415,0,1992-08-09T17:39:02Z,1,0,674,143,1,0,549,39,24,68,554,37,5,266,91.29378705889883,164,34.037552,NA
1_1_LT05_039037_19920825,10001770,2,120.840691,389,0,1992-08-25T17:38:46Z,1,0,637,153,1,0,528,39,24,68,552,37,5,298,65.66104830025861,168,36.734871,NA
1_1_LT05_039037_19920910,10001770,0,128.771545,395,0,1992-09-10T17:38:32Z,1,0,709,164,1,0,503,39,24,68,577,37,5,305,97.63576729639381,209,40.11478,NA
1_1_LT05_039037_19920926,10001770,0,136.055817,413,0,1992-09-26T17:38:13Z,1,0,734,178,1,0,587,39,24,68,623,37,5,441,67.87176429774664,306,44.154839,NA
1_1_LT05_039037_19921012,10001770,0,142.010086,420,0,1992-10-12T17:37:52Z,1,0,723,191,1,0,451,39,28,68,534,37,5,289,113.96920457666069,198,48.666969,NA
1_1_LT05_039037_19921028,10001770,12,146.28833,418,0,1992-10-28T17:37:43Z,1,0,660,205,1,0,457,39,26,68,509,37,5,257,91.0164901503565,175,53.32663,NA
1_1_LT05_039037_19921113,10001770,0,148.765198,430,0,1992-11-13T17:37:24Z,1,0,708,215,1,0,450,39,28,68,541,37,5,242,131.06114693033126,189,57.668251,NA
1_1_LT05_039037_19921129,10001770,24,149.63092,NA,1,1992-11-29T17:37:29Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,61.142197,NA
1_1_LT05_039037_19921215,10001770,5,148.976074,575,0.05509964830011723,1992-12-15T17:37:40Z,1,0,778,228,1,0,542,39,30,68,620,37,5,333,147.8991999076849,165,63.360649,NA
1_1_LT05_039037_19921231,10001770,6,147.107651,376,0,1992-12-31T17:37:49Z,1,0,564,229,1,0,428,39,30,68,402,37,5,254,94.40188322038686,169,63.973171,NA
1_1_LT05_039037_19930217,10001770,0,137.783112,544,0,1993-02-17T17:38:19Z,1,0,759,211,1,0,473,39,27,68,541,37,5,300,142.2141876588541,230,55.758587,NA
1_1_LT05_039037_19930305,10001770,7,134.069534,625,0,1993-03-05T17:38:28Z,1,0,947,197,1,0,589,39,31,68,744,37,5,384,183.4542703313542,287,50.565121,NA
1_1_LT05_039037_19930321,10001770,0,129.946976,431,0,1993-03-21T17:38:32Z,1,0,655,180,1,0,497,39,24,68,486,37,5,241,116.49993293989486,144,44.946808,NA
1_1_LT05_039037_19930406,10001770,1,125.145935,693,0,1993-04-06T17:38:37Z,1,0,1012,162,1,0,775,39,30,68,881,37,5,520,137.44956650835002,381,39.505672,NA
1_1_LT05_039037_19930508,10001770,0,113.136581,670,0,1993-05-08T17:38:49Z,1,0,964,133,1,0,674,39,29,68,762,37,5,570,117.10148855027273,448,31.370472,NA
1_1_LT05_039037_19930524,10001770,0,107.07016,888,0,1993-05-24T17:38:52Z,1,0,1261,125,1,0,871,39,25,68,978,37,5,706,80.88120671701189,576,29.416874,NA
1_1_LT05_039037_19930609,10001770,0,102.73468,428,0,1993-06-09T17:38:54Z,1,0,668,123,1,0,441,39,25,68,468,37,5,295,97.83221555295577,186,28.863632,NA
1_1_LT05_039037_19930711,10001770,0,103.037239,540,0,1993-07-11T17:38:46Z,1,0,893,130,1,0,631,39,24,68,706,37,5,521,61.697500737243885,398,30.572601,NA
1_1_LT05_039037_19930727,10001770,0,107.676193,500,0,1993-07-27T17:38:45Z,1,0,882,136,1,0,598,39,28,68,695,37,5,473,100.40949320921113,397,32.263363,NA
1_1_LT05_039037_19930812,10001770,0,114.424774,402,0,1993-08-12T17:38:46Z,1,0,759,144,1,0,436,39,26,68,593,37,5,337,121.12273715377022,267,34.436287,NA
1_1_LT05_039037_19930828,10001770,6,122.285614,389,0,1993-08-28T17:38:44Z,1,0,837,154,1,0,388,39,31,68,555,37,5,227,155.2638585274381,173,37.219322,NA
1_1_LT05_039037_19930929,10001770,4,137.372086,380,0,1993-09-29T17:38:38Z,1,0,615,180,1,0,388,39,24,68,423,37,5,191,89.13144748378964,149,44.802895,NA
1_1_LT05_039037_19931218,10001770,1,148.825516,404,0,1993-12-18T17:38:08Z,1,0,638,228,1,0,294,39,27,68,400,37,5,206,136.00563814666566,166,63.546326,NA
1_1_LT05_039037_19940103,10001770,0,146.706436,332,0,1994-01-03T17:37:56Z,1,0,557,229,1,0,167,39,27,68,398,37,5,208,118.54935941321638,168,63.897362,NA
1_1_LT05_039037_19940119,10001770,6,143.820282,468,0,1994-01-19T17:37:39Z,1,0,673,226,1,0,342,39,30,68,488,37,5,239,159.62470220976311,159,62.495239,NA
1_1_LT05_039037_19940220,10001770,29,136.898148,575,0,1994-02-20T17:37:19Z,1,0,830,209,1,0,370,39,31,68,505,37,5,227,198.31489900542982,129,55.07608,NA
1_1_LT05_039037_19940308,10001770,9,133.021286,532,0,1994-03-08T17:37:04Z,1,0,742,195,1,0,321,39,31,68,463,37,5,202,193.10050328895431,114,49.836967,NA
1_1_LT05_039037_19940324,10001770,21,128.678406,NA,1,1994-03-24T17:36:51Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,44.28413,NA
1_1_LT05_039037_19940409,10001770,42,123.617577,634,0,1994-04-09T17:36:32Z,1,0,1009,161,1,0,377,39,33,68,689,37,5,220,203.812563560732,240,39.019901,NA
1_1_LT05_039037_19940425,10001770,23,117.685181,577,0,1994-04-25T17:36:15Z,1,0,899,145,1,0,567,39,29,68,671,37,5,453,107.49404761885172,367,34.605404,NA
1_1_LT05_039037_19940511,10001770,27,111.24884,NA,1,1994-05-11T17:35:56Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,31.504868,NA
1_1_LT05_039037_19940527,10001770,28,105.372574,648,0,1994-05-27T17:35:40Z,1,0,906,127,1,0,645,39,24,68,685,37,5,484,76.17628495069103,423,29.905952,NA
1_1_LT05_039037_19940628,10001770,2,100.523453,421,0,1994-06-28T17:34:58Z,1,0,658,129,1,0,405,39,28,68,482,37,5,250,109.22984099258457,191,30.389542,NA
1_1_LT05_039037_19940714,10001770,0,102.704758,462,0,1994-07-14T17:34:32Z,1,0,735,134,1,0,527,39,23,68,574,37,5,400,62.66905303209485,328,31.757065,NA
1_1_LT05_039037_19940815,10001770,3,114.351135,459,0,1994-08-15T17:33:40Z,1,0,733,149,1,0,535,39,24,68,594,37,5,339,75.92593933491304,277,35.877617,NA
1_1_LT05_039037_19940831,10001770,0,122.095634,312,0,1994-08-31T17:33:17Z,1,0,498,160,1,0,347,39,22,68,405,37,5,251,65.04734448686888,246,38.761597,NA
1_1_LT05_039037_19940916,10001770,0,129.796097,236,0,1994-09-16T17:32:52Z,1,0,453,172,1,0,244,39,22,68,330,37,5,207,50.01603048808575,140,42.314594,NA
1_1_LT05_039037_19941002,10001770,0,136.647583,261,0,1994-10-02T17:32:25Z,1,0,500,185,1,0,260,39,23,68,358,37,5,163,64.47024195936196,108,46.473877,NA
1_1_LT05_039037_19941018,10001770,0,142.075653,277,0,1994-10-18T17:31:55Z,1,0,576,198,1,0,248,39,24,68,371,37,5,179,58.22132102780066,118,51.02116,NA
1_1_LT05_039037_19941103,10001770,49,145.778015,438,0,1994-11-03T17:31:21Z,1,0,668,210,1,0,460,39,25,68,587,37,5,294,79.2681524951856,275,55.57349,NA
1_1_LT05_039037_19941119,10001770,1,147.683807,452,0,1994-11-19T17:30:48Z,1,0,774,220,1,0,360,39,31,68,533,37,5,253,134.65473635521636,253,59.676163,NA
1_1_LT05_039037_19941221,10001770,0,146.680359,429,0,1994-12-21T17:29:48Z,1,0,644,230,1,0,237,39,29,68,410,37,5,167,133.7212480347868,171,64.665833,NA
1_1_LT05_039037_19950106,10001770,15,144.337372,396,0,1995-01-06T17:29:15Z,1,0,579,231,1,0,245,39,30,68,356,37,5,218,154.99374897789338,177,64.827309,NA
1_1_LT05_039037_19950207,10001770,32,137.703827,NA,1,1995-02-07T17:28:01Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,60.093395,NA
1_1_LT05_039037_19950223,10001770,1,133.871704,510,0,1995-02-23T17:27:23Z,1,0,741,211,1,0,322,39,33,68,447,37,5,198,188.95044316553427,182,55.68438,NA
1_1_LT05_039037_19950327,10001770,0,125.038765,656,0,1995-03-27T17:26:05Z,1,0,970,181,1,0,368,39,35,68,649,37,5,237,188.98745018262616,220,45.134819,NA
1_1_LT05_039037_19950412,10001770,2,119.661385,589,0,1995-04-12T17:25:25Z,1,0,842,164,1,0,566,39,28,68,594,37,5,477,102.72696995990322,388,40.162174,NA
1_1_LT05_039037_19950428,10001770,14,113.579628,492,0,1995-04-28T17:24:43Z,1,0,714,150,1,0,367,39,29,68,438,37,5,241,136.68576667283014,200,36.139397,NA
1_1_LT05_039037_19950514,10001770,26,107.276054,495,0,1995-05-14T17:24:00Z,1,0,793,141,1,0,352,39,29,68,480,37,5,281,152.86967240749175,228,33.46748,NA
1_1_LT05_039037_19950530,10001770,11,101.878258,380,0,1995-05-30T17:23:16Z,1,0,605,136,1,0,281,39,27,68,359,37,5,208,92.1002018886423,158,32.265213,NA
1_1_LT05_039037_19950701,10001770,7,98.180244,NA,1,1995-07-01T17:21:49Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,33.269955,NA
1_1_LT05_039037_19950717,10001770,0,100.65876,219,0,1995-07-17T17:21:05Z,1,0,406,145,1,0,218,39,24,68,280,37,5,166,68.5990261511699,94,34.769665,NA
1_1_LT05_039037_19950802,10001770,0,105.568878,429,0,1995-08-02T17:20:22Z,1,0,683,152,1,0,520,39,24,68,530,37,5,375,60.202652557840004,279,36.685085,NA
1_1_LT05_039037_19950903,10001770,2,119.608238,349,0,1995-09-03T17:18:52Z,1,0,540,170,1,0,441,39,23,68,439,37,5,265,60.41610596615293,182,41.917267,NA
1_1_LT05_039037_19950919,10001770,0,127.004684,289,0,1995-09-19T17:18:05Z,1,0,475,182,1,0,301,39,23,68,348,37,5,190,68.72976588303266,107,45.416943,NA
1_1_LT05_039037_19951005,10001770,0,133.575073,277,0,1995-10-05T17:17:16Z,1,0,462,194,1,0,326,39,22,68,397,37,5,233,49.42698513468254,200,49.480145,NA
1_1_LT05_039037_19951021,10001770,0,138.771866,298,0,1995-10-21T17:16:23Z,1,0,479,206,1,0,313,39,27,68,361,37,5,223,102.58811328635655,126,53.890137,NA
1_1_LT05_039037_19951106,10001770,6,142.458649,NA,1,1995-11-06T17:15:52Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,58.193535,NA
1_1_LT05_039037_19951122,10001770,0,144.501877,360,0,1995-11-22T17:16:04Z,1,0,596,225,1,0,273,39,26,68,426,37,5,194,140.23093801416064,97,61.956108,NA
1_1_LT05_039037_19951208,10001770,0,144.968689,366,0,1995-12-08T17:16:56Z,1,0,608,231,1,0,242,39,28,68,364,37,5,172,133.4509148851122,110,64.716506999999993,NA
1_1_LT05_039037_19951224,10001770,41,143.965744,494,0.019929660023446656,1995-12-24T17:18:07Z,1,0,658,233,1,0,330,39,27,68,455,37,5,230,90.09788915190872,186,66.11261,NA
1_1_LT05_039037_19960109,10001770,1,141.847626,442,0.3953106682297772,1996-01-09T17:19:15Z,1,0,646,233,1,0,185,39,22,68,386,37,5,178,121.66679874705083,183,65.844673,NA
1_1_LT05_039037_19960125,10001770,38,138.986038,NA,1,1996-01-25T17:20:23Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,63.838959,NA
1_1_LT05_039037_19960210,10001770,41,135.706741,NA,1,1996-02-10T17:21:29Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,60.270508,NA
1_1_LT05_039037_19960226,10001770,27,132.139099,NA,1,1996-02-26T17:22:34Z,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,37,5,NA,NA,NA,55.495014,NA
1_1_LT05_039037_19960329,10001770,0,123.887833,453,0,1996-03-29T17:24:39Z,1,0,637,178,1,0,360,39,28,68,473,37,5,261,129.33883577168731,217,44.408493,NA
